p1 p2 p3
-0.103 0.155 1
0.502 -0.697 0
-0.718 -0.522 0
-0.828 -0.163 0
0.330 -0.573 1
-0.199 1.850 0
-0.811 0.929 1
-0.683 1.378 0
-0.102 -0.535 1
1.200 1.680 0
1.714 0.405 0
0.821 -0.427 0
0.454 0.342 0
-0.229 0.758 0
0.820 0.424 0
1.201 1.162 1
0.738 0.688 1
1.145 0.268 1
1.690 -0.607 1
-0.136 1.444 1
0.047 0.355 0
0.173 -0.717 1
1.401 1.276 1
1.775 1.935 0
0.899 -0.917 0
0.596 1.435 1
1.580 0.258 0
-0.882 0.043 1
1.702 0.170 0
0.711 -0.426 1
-0.920 0.413 1
-0.033 1.732 1
0.418 1.134 0
-0.965 1.442 1
-0.358 1.370 1
1.952 0.186 0
0.234 1.381 0
1.977 0.334 1
0.563 0.981 1
0.925 1.479 1
-0.778 -0.125 0
0.499 1.770 1
-0.641 -0.012 0
1.626 1.242 0
0.012 0.801 0
-0.213 1.156 1
1.440 -0.314 1
0.352 -0.674 1
0.457 0.234 1
-0.087 -0.544 1
-0.233 1.593 0
-0.380 1.471 0
1.297 1.802 0
-0.490 -0.146 0
1.527 0.119 1
0.840 1.975 0
0.828 1.358 0
1.427 0.426 0
-0.207 1.224 0
1.973 1.355 0
0.569 0.642 0
-0.595 0.799 1
1.194 1.095 1
0.205 -0.981 0
0.928 1.951 1
-0.258 1.827 0
1.584 -0.195 1
-0.390 -0.071 0
1.866 1.803 1
-0.045 1.251 1
-0.299 1.984 0
-0.183 -0.728 0
-0.430 1.606 0
-0.547 0.365 1
0.844 1.485 1
1.678 -0.878 0
0.114 -0.677 0
0.197 0.690 0
1.529 1.047 1
-0.065 0.106 0
-0.873 1.138 1
0.373 -0.369 0
0.165 0.967 0
1.883 1.079 1
-0.540 -0.874 1
-0.944 0.153 0
0.715 1.763 1
0.040 0.780 0
0.856 1.916 1
-0.126 1.441 1
0.364 -0.156 0
0.815 1.506 0
0.609 1.361 0
1.680 0.568 0
0.185 0.172 1
1.171 -0.225 1
-0.761 1.201 1
0.214 -0.836 1
-0.191 0.931 1
0.291 -0.006 0
-0.847 -0.268 0
0.773 0.081 1
0.087 1.197 1
1.252 0.127 1
-0.686 1.473 1
-0.125 0.059 0
1.760 1.599 0
-0.319 0.359 1
0.907 0.832 1
1.928 -0.604 0
0.125 0.988 1
1.431 1.764 1
0.006 0.770 0
1.895 1.610 1
-0.301 1.105 0
0.243 0.971 0
0.241 0.474 1
-0.040 0.107 0
0.891 1.248 1
-0.586 1.832 1
0.463 0.018 1
0.198 -0.149 0
0.663 0.933 0
-0.540 -0.911 1
-0.586 1.031 0
-0.762 -0.973 0
1.200 1.569 1
-0.209 0.037 1
-0.610 0.364 0
0.933 -0.290 0
-0.423 1.119 1
-0.632 0.195 0
-0.091 0.760 1
0.023 -0.472 0
0.423 -0.232 1
-0.622 -0.030 0
-0.622 -0.487 0
0.804 0.334 1
0.590 1.589 1
1.894 -0.675 0
1.762 0.143 1
1.795 0.868 1
-0.181 0.213 0
1.545 0.446 0
1.243 -0.943 1
0.404 0.427 1
1.406 -0.509 0
0.185 0.406 1
1.898 1.218 0
-0.408 1.529 1
-0.131 0.164 0
-0.448 0.835 1
0.355 1.811 1
1.546 -0.418 0
0.616 0.529 0
1.945 1.586 1
0.467 -0.090 0
0.340 1.549 0
-0.390 -0.897 0
0.880 -0.602 0
-0.027 -0.855 1
0.603 1.614 1
1.037 -0.705 1
0.766 0.568 1
0.171 1.368 0
-0.814 0.852 0
0.969 1.067 0
-0.434 -0.386 1
-0.421 -0.681 0
1.832 1.892 1
0.037 0.604 0
0.465 1.945 1
1.604 1.294 1
-0.165 -0.413 0
0.093 0.981 1
1.536 0.523 0
0.209 0.813 1
-0.285 0.677 0
-0.122 0.827 0
-0.590 -0.468 0
0.580 -0.717 1
0.879 0.458 1
1.687 -0.006 0
0.938 1.048 0
-0.210 0.666 1
-0.710 0.449 1
-0.961 1.223 1
0.861 -0.300 1
-0.530 -0.852 1
-0.867 1.058 0
-0.658 1.810 1
0.476 0.339 0
-0.530 1.802 0
-0.518 -0.754 0
0.558 -0.727 1
1.300 1.706 1
-0.468 -0.741 0
0.967 0.200 0
-0.127 -0.980 1
0.742 0.099 1
-0.048 1.371 0
-0.561 0.994 1
1.361 0.015 1
1.764 1.034 1
1.249 -0.123 1
-0.360 0.257 0
1.652 0.441 1
0.551 -0.080 1
-0.171 -0.925 0
0.866 0.840 1
1.597 -0.627 1
0.178 0.720 0
0.657 0.483 0
-0.365 -0.514 1
1.936 0.442 0
-0.726 0.619 1
1.917 1.508 0
0.355 -0.511 1
0.968 -0.503 0
0.691 0.690 1
-0.318 -0.887 1
0.988 1.369 1
0.209 1.282 1
1.170 0.564 0
0.584 1.484 0
1.719 1.533 0
0.067 -0.909 0
1.007 1.092 0
0.473 -0.306 0
0.624 1.944 0
0.506 1.443 0
0.720 0.015 1
1.091 1.374 0
0.331 0.787 1
0.710 0.746 0
-0.283 1.630 0
1.733 0.374 1
1.693 0.136 1
0.753 0.962 1
-0.039 1.454 1
1.919 -0.564 1
-0.551 0.621 1
-0.734 -0.723 0
-0.362 -0.104 1
0.055 1.856 0
0.897 1.094 1
-0.900 -0.235 0
0.820 -0.082 1
0.105 -0.847 0
1.555 0.295 0
-0.005 -0.944 0
1.138 0.705 0
-0.747 -0.266 1
1.830 0.520 0
-0.751 1.001 1
-0.556 -0.668 1
1.574 -0.439 1
1.685 1.289 0
0.379 0.341 1
0.479 0.428 1
0.698 -0.179 1
0.306 1.009 0
-0.207 1.372 1
0.538 0.845 0
0.476 -0.414 1
0.766 0.642 0
-0.547 -0.387 0
-0.860 0.324 1
1.650 -0.512 0
1.696 0.374 0
0.546 1.471 0
0.693 -0.839 1
-0.486 1.377 0
-0.054 1.278 1
-0.854 0.910 1
0.159 0.874 0
1.589 0.995 0
1.258 -0.015 0
1.880 0.114 0
0.724 1.871 0
-0.720 0.637 1
-0.072 0.347 1
1.603 -0.842 1
0.462 1.116 1
1.552 -0.177 0
-0.525 0.103 0
0.054 -0.330 1
-0.997 -0.208 0
1.590 -0.041 1
-0.695 0.551 0
-0.470 1.504 1
0.198 -0.026 1
-0.533 -0.991 0
1.383 0.209 1
-0.451 1.399 0
1.787 -0.707 1
-0.187 0.157 0
0.893 -0.516 0
1.518 -0.347 0
-0.931 -0.401 1
-0.520 1.479 1
-0.092 1.339 0
0.401 -0.217 1
-0.440 -0.367 1
1.208 -0.398 1
-0.940 1.960 1
-0.617 1.197 1
0.668 1.692 1
-0.705 1.381 0
0.199 1.420 0
-0.462 -0.142 0
-0.643 -0.706 0
0.259 1.554 1
-0.933 1.350 0
0.495 -0.049 0
0.811 -0.153 0
0.506 1.418 0
0.959 1.600 1
0.106 0.550 1
-0.896 1.313 1
2.000 -0.507 1
-0.605 1.912 0
-0.887 -0.715 0
1.867 0.878 1
-0.074 -0.816 0
1.781 -0.418 0
1.811 1.007 1
-0.049 -0.384 0
-0.641 0.456 1
0.081 1.129 1
0.718 1.458 0
-0.904 0.157 0
0.927 -0.506 0
0.479 -0.040 0
-0.756 -0.066 1
-0.400 0.352 0
0.483 -0.629 1
1.051 1.037 1
0.349 1.953 0
1.980 0.942 0
-0.233 1.717 1
1.424 -0.453 0
0.220 -0.078 0
-0.356 0.223 0
1.076 0.384 1
-0.548 0.563 1
1.930 0.805 0
0.554 -0.286 1
0.928 1.113 1
1.876 1.714 1
1.109 1.787 0
-0.103 -0.178 0
0.731 1.199 0
0.990 1.853 0
0.610 0.942 0
-0.253 0.511 0
1.448 1.163 1
1.315 -0.279 1
0.172 0.899 0
0.731 0.965 0
0.263 0.410 0
0.256 0.613 0
0.092 -0.490 1
1.704 1.259 0
1.251 0.904 0
0.778 1.049 0
0.888 0.517 0
1.405 0.021 1
1.041 0.830 0
-0.934 -0.565 0
1.969 -0.785 0
-0.869 0.105 1
0.486 -0.737 0
1.193 -0.265 0
-0.703 0.123 0
0.400 1.250 1
0.326 -0.169 0
-0.211 -0.867 1
0.056 0.648 0
0.619 0.754 1
1.857 1.387 0
0.706 1.705 1
0.322 0.753 1
0.752 -0.866 0
0.598 -0.329 1
0.684 1.078 1
0.724 -0.376 1
0.984 1.798 1
-0.043 -0.020 1
0.021 1.107 1
0.113 0.334 1
-0.611 1.709 0
-0.105 1.833 1
-0.765 -0.470 1
0.230 1.513 1
1.596 0.052 1
-0.401 0.635 0
0.732 0.644 1
0.373 0.014 0
-0.543 1.901 1
-0.857 0.352 0
0.476 -0.031 0
0.058 1.576 1
-0.286 1.886 1
0.156 1.167 0
-0.348 0.911 0
0.694 0.496 1
0.662 1.858 0
-0.511 1.155 0
0.335 0.432 0
0.244 0.293 1
0.820 0.559 1
-0.115 -0.055 1
0.153 0.720 0
1.893 0.373 0
0.595 0.285 0
1.638 1.390 0
0.959 1.847 0
0.714 -0.299 0
-0.050 0.554 0
-0.732 0.230 1
1.493 -0.557 1
-0.662 -0.540 0
1.071 -0.227 1
1.182 0.761 0
1.052 -0.640 0
1.616 1.726 1
1.031 1.906 0
0.343 1.502 0
-0.846 1.339 1
-0.711 1.128 0
1.460 1.138 1
0.936 -0.139 1
0.207 -0.325 0
-0.346 -0.483 1
-0.789 1.543 0
-0.965 1.800 0
-0.826 0.889 0
1.228 1.635 1
0.023 -0.250 0
1.270 0.504 1
-0.761 1.386 0
1.420 0.777 0
1.193 -0.389 1
0.493 -0.953 0
1.477 0.130 1
0.192 -0.538 0
0.239 1.868 0
1.444 -0.940 0
-0.483 1.306 1
-0.271 -0.901 1
-0.430 1.816 0
0.419 0.394 1
0.212 0.989 0
0.106 0.648 0
1.148 0.974 0
-0.062 -0.211 1
1.302 -0.193 0
-0.048 1.297 1
0.157 -0.251 1
1.408 0.542 0
1.083 -0.387 0
-0.881 -0.882 0
1.673 1.104 1
-0.209 0.172 0
1.074 -0.853 0
0.348 -0.258 1
0.325 1.225 1
1.273 1.086 0
1.683 0.706 1
0.935 1.020 0
0.964 0.185 0
0.927 -0.753 0
-0.129 0.809 1
1.398 0.693 1
-0.669 -0.386 1
1.384 1.840 0
0.825 0.861 0
1.145 0.058 1
0.724 -0.635 1
0.496 1.939 1
1.619 1.828 0
-0.860 0.632 0
1.659 -0.823 1
-0.998 0.174 1
0.882 0.893 0
-0.434 -0.176 1
0.545 -0.653 0
1.200 1.397 1
1.465 -0.869 0
1.498 0.596 1
1.345 0.394 1
-0.392 1.348 1
0.111 -0.828 0
-0.433 -0.867 1
1.244 1.724 0
0.633 -0.677 1
0.114 1.866 1
1.622 1.510 1
1.315 -0.698 1
1.238 0.842 0
1.994 1.956 0
0.407 0.356 1
1.189 0.311 1
0.609 1.312 0
-0.842 0.737 1
1.216 1.523 1
1.717 0.827 0
1.819 1.695 1
-0.431 -0.271 0
0.568 1.752 0
0.640 1.479 1
0.499 -0.823 1
1.412 -0.663 0
-0.129 1.339 0
-0.745 1.118 0
-0.501 0.831 1
0.761 -0.474 0
0.087 0.802 0
-0.921 1.486 1
1.561 0.289 0
1.246 -0.520 1
1.402 -0.450 0
0.521 1.878 0
0.981 1.400 1
1.719 -0.727 1
1.890 -0.456 0
0.543 1.813 1
1.278 1.907 0
0.920 0.536 0
1.181 1.970 1
1.330 -0.300 1
1.859 0.104 0
1.145 0.120 0
0.126 -0.098 1
-0.043 -0.501 1
1.686 0.512 1
1.914 0.765 1
-0.534 -0.029 1
1.053 1.398 1
1.946 0.537 1
1.634 -0.232 1
0.497 1.027 0
1.470 0.469 0
1.711 0.143 1
1.267 0.648 0
1.738 1.811 1
0.949 -0.657 0
1.613 1.513 1
0.999 -0.188 0
0.596 1.620 1
-0.214 1.871 0
0.502 1.724 1
1.903 -0.777 1
0.035 -0.028 0
1.499 -0.206 0
0.120 -0.597 0
0.610 0.066 0
-0.761 1.275 1
-0.504 0.409 1
-0.238 0.403 1
0.972 1.415 0
1.283 0.491 0
1.741 -0.767 1
1.948 1.465 0
0.728 0.900 1
1.795 0.807 1
0.417 -0.325 0
-0.916 -0.115 0
1.176 0.373 0
0.629 0.295 0
0.599 1.697 1
1.134 -0.818 1
0.834 1.574 0
0.524 1.585 1
-0.082 1.484 1
-0.718 1.763 0
0.109 0.799 1
1.778 -0.470 1
0.224 -0.889 1
0.604 0.590 1
1.964 0.568 1
1.908 0.870 0
0.258 -0.793 1
1.727 -0.150 0
-0.415 -0.712 0
0.322 0.901 0
-0.683 1.624 0
0.506 1.616 0
-0.955 0.921 0
1.983 1.142 0
-0.081 0.103 0
0.679 0.517 0
1.975 -0.347 0
-0.924 -1.000 0
0.472 0.940 0
0.543 1.407 1
-0.775 -0.443 1
-0.325 0.439 0
1.938 1.653 1
1.618 0.024 1
-0.463 0.265 1
1.410 1.643 0
1.503 1.651 1
1.309 1.666 1
0.207 -0.374 0
0.132 -0.313 1
0.241 -0.105 0
-0.419 -0.148 1
1.754 1.383 1
0.583 -0.801 0
0.782 0.571 1
1.619 1.988 1
0.585 0.830 0
-0.941 0.033 1
0.977 -0.246 0
1.496 0.038 0
1.662 -0.512 0
1.078 1.929 1
1.567 1.072 1
0.842 0.186 1
0.172 0.763 0
-0.953 -0.818 1
0.848 0.378 1
-0.491 0.508 0
1.188 1.619 0
-0.070 1.312 0
0.339 -0.588 0
0.238 0.632 1
-0.661 1.239 0
0.912 1.726 1
0.447 0.471 1
0.324 1.410 1
-0.522 -0.300 1
0.067 -0.613 1
1.136 0.073 0
0.288 0.583 0
0.346 1.629 1
0.024 1.480 0
1.590 -0.374 0
-0.465 -0.552 0
1.238 0.879 0
1.635 1.079 1
1.884 0.092 1
0.029 -0.478 0
1.674 0.191 0
-0.358 1.814 1
0.646 1.658 1
-0.045 1.214 1
0.060 -0.138 1
1.340 -0.464 1
0.730 -0.604 1
1.388 1.486 1
0.360 0.408 0
-0.752 1.987 0
1.875 1.936 1
1.956 -0.477 1
-0.242 1.239 0
-0.227 -0.537 0
1.379 1.131 1
0.512 1.400 1
-0.670 1.316 1
-0.122 0.482 0
-0.241 0.721 0
1.796 -0.254 1
1.703 1.826 1
1.749 0.451 0
-0.577 -0.998 1
-0.895 0.413 0
1.732 1.842 1
-0.541 0.334 1
-0.666 0.493 1
0.958 0.142 0
0.155 1.993 0
0.638 0.316 0
0.677 -0.398 1
-0.240 -0.771 0
1.269 1.133 0
-0.861 1.471 0
-0.474 -0.710 0
-0.523 1.192 0
0.594 1.000 1
0.701 0.428 1
-0.489 1.744 1
0.292 -0.561 1
1.536 0.893 0
-0.379 1.040 0
-0.517 1.038 1
0.280 1.933 0
1.057 0.328 1
-0.582 1.046 0
1.184 1.800 1
-0.930 0.860 1
1.345 0.714 0
-0.502 1.744 1
0.910 0.884 1
0.515 1.292 0
-0.528 0.014 0
1.826 1.652 0
1.179 1.030 0
-0.645 0.860 0
0.068 1.412 1
1.585 1.177 0
0.398 -0.467 1
-0.114 1.416 1
-0.015 -0.016 1
0.851 0.282 0
-0.469 -0.087 0
0.627 1.701 1
1.964 1.358 0
0.253 1.153 1
1.763 1.577 0
1.986 1.010 1
0.300 0.386 0
1.642 0.863 1
-0.832 0.488 1
0.925 1.862 0
1.514 0.809 1
0.760 1.042 0
0.375 0.831 1
-0.371 -0.335 1
-0.989 0.924 0
-0.098 1.543 0
0.236 1.680 0
1.172 1.381 0
0.755 -0.752 1
1.587 -0.895 1
-0.507 0.665 1
1.185 1.196 0
1.931 -0.810 1
1.224 0.025 0
-0.559 -0.363 0
-0.481 0.184 1
1.614 0.712 1
-0.227 1.822 0
1.599 0.338 0
1.914 0.975 1
0.432 -0.001 1
0.422 0.902 0
0.374 -0.936 1
-0.333 1.419 1
0.238 0.126 0
1.243 -0.770 1
1.729 1.333 0
-0.703 -0.741 0
-0.228 -0.278 0
1.867 0.989 0
1.850 -0.448 1
0.211 1.791 0
1.331 1.639 1
0.145 -0.745 1
0.810 0.686 0
1.372 1.532 1
1.434 -0.382 1
-0.182 0.657 1
0.239 1.917 1
0.965 1.890 0
1.486 -0.045 0
-0.817 1.046 0
-0.010 1.322 1
1.064 -0.171 0
-0.547 0.168 1
-0.243 -0.836 1
-0.198 1.529 1
-0.701 0.533 0
1.518 -0.335 1
1.949 0.306 1
-0.028 0.391 1
0.522 1.076 0
-0.244 0.409 1
-0.279 0.992 1
1.019 1.647 1
0.473 0.089 0
-0.203 0.586 0
1.258 -0.372 0
-0.651 0.595 0
1.448 0.423 0
-0.509 -0.732 0
0.635 0.178 1
-0.073 1.753 0
-0.033 1.818 0
-0.419 0.086 1
-0.519 -0.174 0
0.936 -0.472 0
0.437 1.572 0
1.362 1.892 1
0.648 -0.353 0
1.452 -0.117 1
0.820 0.202 0
0.354 0.427 0
0.877 -0.729 0
-0.896 -0.996 1
1.302 0.116 1
-0.038 0.986 0
0.464 -0.451 1
1.743 -0.036 1
-0.044 0.276 0
0.151 0.088 0
-0.073 1.223 1
-0.889 1.394 0
-0.586 1.869 1
0.105 -0.859 0
1.675 -0.413 0
-0.497 0.144 0
0.525 0.968 1
-0.102 -0.893 1
1.669 -0.838 1
-0.562 1.956 0
1.032 1.203 1
1.161 0.172 0
1.095 0.353 1
0.325 1.126 1
-0.771 1.426 1
0.745 0.410 0
-0.973 0.125 0
0.124 1.173 1
-0.363 0.377 1
1.390 -0.549 0
-0.904 0.663 1
-0.977 1.503 1
-0.338 0.353 1
0.393 1.146 0
0.152 -0.960 1
1.094 1.081 1
-0.732 0.871 1
1.273 0.235 0
0.936 -0.114 0
-0.032 1.090 1
0.638 0.341 0
0.437 1.017 1
0.745 0.053 1
-0.504 0.606 1
0.849 -0.276 1
-0.152 -0.992 1
-0.903 -0.719 0
0.419 0.258 0
1.528 -0.794 0
0.691 0.616 1
0.400 0.868 1
1.034 1.897 0
-0.472 -0.139 0
-0.960 -0.195 1
-0.384 -0.669 0
-0.142 1.265 0
0.590 1.318 0
1.525 1.759 0
-0.068 0.079 0
0.300 0.657 0
-0.990 1.429 1
0.998 0.552 1
-0.580 -0.927 1
-0.678 -0.407 1
1.307 0.936 0
-0.801 0.815 1
0.710 0.499 1
-0.891 -0.521 0
0.888 1.134 0
1.424 -0.601 1
1.655 0.432 1
-0.264 1.279 1
-0.285 0.541 0
1.193 -0.956 0
-0.005 -0.500 0
-0.168 -0.823 1
1.975 -0.434 0
-0.087 0.048 0
0.026 -0.444 0
-0.751 0.248 0
0.741 1.172 1
1.546 -0.072 1
0.267 -0.660 0
0.728 1.122 1
-0.358 1.542 0
0.278 1.092 1
1.125 1.149 0
1.565 -0.350 0
0.532 0.753 1
0.182 -0.498 1
-0.436 1.501 1
-0.722 -0.426 1
-0.851 0.432 0
0.890 -0.655 1
0.768 1.804 1
-0.724 -0.812 0
0.791 0.432 0
0.251 -0.306 0
1.812 0.021 1
0.520 0.013 0
1.977 0.495 0
-0.992 1.179 0
1.324 -0.664 1
1.196 -0.546 1
1.113 0.915 0
1.455 -0.348 1
-0.842 0.824 0
0.379 0.476 0
-0.837 -0.789 1
0.113 -0.147 0
1.054 1.114 0
1.697 -0.736 1
-0.689 0.792 0
1.388 1.079 1
1.307 1.059 1
1.003 1.891 0
-0.367 1.619 1
-0.756 -0.152 0
0.437 1.399 0
0.037 0.987 0
-0.243 -0.121 0
1.864 0.567 0
0.851 0.430 1
1.096 -0.596 0
0.535 0.645 0
0.325 1.200 1
1.512 -0.329 1
0.698 -0.118 0
-0.292 1.546 0
-0.746 1.932 1
0.605 -0.470 1
0.251 -0.281 0
1.573 1.436 1
1.504 0.837 0
0.204 -0.032 1
0.717 -0.568 1
1.647 -0.947 0
0.816 0.544 1
0.939 0.172 0
-0.717 1.430 0
0.339 -0.304 1
0.487 1.905 0
1.661 0.216 0
0.021 1.674 0
0.611 -0.119 0
1.033 -0.338 1
1.112 1.729 1
-0.439 1.350 1
1.648 1.017 0
1.864 1.110 1
1.588 1.562 0
1.756 -0.467 1
0.525 1.067 0
1.941 1.767 1
-0.393 -0.542 1
1.346 -0.149 0
1.871 0.216 1
-0.549 -0.958 1
-0.424 1.711 0
-0.373 1.157 1
-0.462 -0.463 1
-0.533 1.898 1
-0.541 -0.159 0
1.118 -0.809 0
-0.733 1.661 1
-0.382 0.519 1
-0.559 -0.745 1
0.227 -0.750 0
1.354 1.439 1
1.758 0.979 1
0.596 1.916 0
-0.085 0.852 0
0.317 -0.388 0
1.625 1.908 1
-0.447 0.009 1
-0.631 -0.595 1
1.564 0.477 0
1.518 0.158 1
0.165 1.608 0
1.663 1.872 0
1.058 -0.449 1
0.953 1.471 0
0.171 1.343 0
-0.575 -0.563 1
-0.015 0.243 1
1.339 0.141 1
0.869 1.066 1
1.509 -0.825 0
0.417 -0.485 1
0.639 -0.313 0
0.777 -0.483 0
1.655 0.715 1
-0.015 -0.448 1
-0.963 -0.482 1
0.302 1.992 1
0.158 1.910 1
0.541 0.429 0
0.609 1.595 0
-0.593 -0.989 1
0.538 0.500 1
0.826 0.775 1
1.983 1.105 0
0.278 0.981 0
-0.798 0.781 1
0.135 0.442 0
1.011 0.121 1
-0.012 -0.136 0
1.113 1.272 1
0.987 -0.829 1
1.434 -0.728 0
0.167 1.845 1
1.456 -0.619 0
1.790 0.258 0
1.549 0.412 1
0.668 -1.000 0
-0.695 1.069 1
0.506 1.221 0
-0.127 -0.721 1
1.230 -0.043 0
1.290 -0.477 1
0.321 1.468 0
-0.185 1.172 1
-0.850 -0.431 0
0.262 0.817 0
-0.691 -0.038 0
1.337 -0.393 0
0.947 1.575 1
0.963 0.580 0
0.100 0.889 0
0.624 1.993 0
0.027 1.273 0
-0.311 1.663 1
0.544 0.321 1
0.751 0.293 1
1.355 0.181 1
1.958 0.809 1
1.384 1.889 0
0.347 0.692 0
0.114 1.706 0
0.177 1.312 0
0.916 1.445 0
-0.736 1.263 1
1.380 -0.189 1
1.311 0.692 0
0.657 0.730 0
0.243 1.637 0
-0.218 -0.318 0
-0.458 1.356 1
1.015 -0.961 1
0.580 -0.335 1
0.171 1.392 0
1.947 -0.733 1
1.954 1.891 0
0.793 -0.912 1
1.289 0.572 1
-0.846 1.610 1
-0.342 1.694 0
0.290 1.203 0
-0.569 0.072 0
1.016 1.459 0
0.201 -0.590 0
1.034 1.527 0
0.117 -0.366 0
-0.728 -0.556 0
-0.786 1.225 1
1.211 0.469 1
1.753 -0.446 1
1.220 0.417 0
-0.452 -0.787 1
-0.107 0.991 1
-0.697 0.351 0
-0.622 0.118 1
0.943 -0.996 1
0.711 -0.722 0
1.951 1.431 1
0.153 0.843 1
0.697 1.449 0
-0.483 1.405 0
1.772 1.759 0
0.508 -0.888 0
-0.673 1.289 1
1.052 0.001 0
1.396 -0.481 0
-0.371 -0.668 0
-0.759 -0.180 0
1.611 0.918 1
1.674 -0.216 0
0.589 -0.535 1
-0.599 1.561 1
0.713 0.897 1
0.348 0.186 0
-0.981 -0.303 1
0.994 0.919 1
-0.234 0.234 1
1.712 -0.425 0
0.769 1.101 0
0.093 0.858 0
-0.268 -0.553 0
1.287 -0.307 1
-0.419 0.308 1
0.328 0.562 1
0.797 0.944 1
-0.522 -0.165 0
1.751 1.170 1
0.551 0.105 1
1.035 0.689 0
-0.750 -0.479 1
1.798 1.426 1
-0.498 1.118 0
0.076 -0.135 1
-0.212 0.157 0
-0.872 -0.626 1
-0.522 0.452 0
1.771 0.547 1
1.165 -0.293 0
1.706 -0.468 0
-0.004 0.847 1
0.860 0.366 1
-0.989 1.355 0
1.715 -0.693 1
-0.534 -0.399 0
1.642 1.171 0
-0.822 0.177 0
1.231 1.662 0
1.849 0.231 1
-0.367 1.706 0
1.406 1.800 1
0.883 -0.217 1
1.331 -0.855 1
1.241 1.265 0
-0.007 1.078 1
-0.478 -0.257 1
1.986 1.306 0
0.430 -0.633 1
1.456 1.752 1
1.890 0.173 0
0.443 1.898 1
-0.616 0.420 0
-0.796 -0.884 1
1.282 0.923 0
0.554 -0.002 0
1.177 -0.614 1
1.198 0.691 1
0.218 1.735 1
0.061 -0.767 1
1.440 -0.549 1
-0.376 0.882 0
0.104 -0.095 1
0.259 1.455 0
0.024 1.689 0
-0.443 -0.346 1
1.904 1.952 1
-0.334 -0.594 0
-0.331 -0.270 1
1.625 -0.808 1
-0.198 1.283 1
1.691 1.382 1
0.673 0.425 1
1.681 -0.431 0
0.873 -0.140 0
0.297 0.901 1
0.553 1.515 0
1.465 -0.585 1
1.747 1.870 1
0.667 -0.630 1
1.717 1.296 0
0.274 1.582 1
0.275 0.385 0
-0.122 0.753 1
0.127 1.287 0
0.626 -0.190 0
0.199 -0.963 0
-0.443 -0.765 0
-0.030 1.895 1
0.929 0.397 0
-0.187 -0.324 1
-0.443 1.890 0
0.319 0.084 1
-0.854 0.861 0
0.638 1.044 1
-0.380 -0.653 0
1.804 1.038 1
1.461 0.608 0
0.079 -0.564 1
0.040 1.458 0
0.277 1.832 0
-0.051 1.602 0
1.101 0.372 1
1.336 -0.035 1
0.478 1.094 1
0.239 -0.972 0
-0.111 -0.742 1
-0.083 -0.837 0
1.704 1.678 0
0.184 0.961 0
-0.484 0.058 0
0.744 0.571 0
0.473 0.323 0
0.524 -0.971 1
1.612 -0.044 0
-0.996 1.596 0
1.192 0.327 0
-0.445 1.085 1
0.029 0.028 1
-0.230 -0.799 1
1.825 -0.793 0
1.796 -0.131 0
0.507 -0.099 0
0.671 1.572 0
-0.443 -0.629 1
1.655 0.678 1
0.344 0.430 0
0.561 -0.218 0
1.462 -0.218 0
-0.907 0.031 1
0.057 -0.647 0
1.178 1.461 0
1.169 1.625 0
-0.703 -0.667 1
-0.945 0.967 0
1.821 0.462 1
-0.470 0.974 0
-0.659 -0.450 0
-0.701 0.792 0
-0.994 -0.476 1
0.287 1.459 0
0.854 0.865 0
1.975 -0.767 1
0.142 1.944 0
1.735 1.931 0
0.687 1.353 0
0.158 -0.745 1
0.192 -0.760 0
-0.608 1.132 1
1.583 0.643 1
0.476 0.043 1
-0.659 -0.179 1
-0.333 1.358 0
0.836 -0.412 0
1.782 1.670 1
1.662 -0.351 1
-0.477 -0.873 1
1.966 1.928 0
-0.184 -0.234 0
0.786 -0.092 1
1.144 1.846 0
1.380 -0.041 0
-0.125 0.183 0
0.564 -0.326 1
1.604 1.479 1
1.041 1.200 1
1.477 -0.338 1
1.737 -0.424 0
-0.467 1.211 0
-0.866 0.059 1
0.030 1.498 1
-0.398 1.465 0
0.783 -0.884 0
0.733 -0.503 0
-0.503 0.212 1
1.676 1.082 0
-0.904 0.823 0
0.468 1.701 1
0.062 1.209 0
-0.632 0.725 1
0.766 1.184 1
0.191 0.745 0
-0.200 0.453 1
1.640 -0.090 0
0.312 0.941 1
1.642 1.258 0
1.340 -0.871 1
1.677 0.047 1
0.143 1.389 1
1.117 0.091 0
-0.465 -0.688 0
-0.446 -0.904 0
-0.780 1.047 1
1.136 -0.013 1
1.125 1.630 0
-0.100 0.245 0
1.730 0.322 1
0.106 1.240 1
1.406 1.936 1
-0.433 1.566 1
0.746 -0.823 1
1.989 1.370 0
1.897 1.970 1
1.296 -0.310 1
-0.103 -0.202 0
0.970 -0.216 0
0.006 1.029 0
-0.617 1.468 0
1.037 -0.742 1
1.125 1.445 1
1.694 1.632 1
0.346 1.641 1
-0.096 -0.813 0
-0.918 1.538 1
0.148 -0.816 0
0.593 1.506 0
1.797 -0.562 0
1.694 -0.863 0
1.442 0.651 0
-0.913 -0.420 1
0.232 -0.250 0
0.700 0.872 1
1.205 0.216 0
0.014 -0.728 0
-0.382 0.420 0
0.398 -0.405 0
-0.712 1.954 1
-0.554 0.544 1
0.918 1.966 1
-0.694 0.046 1
1.434 -0.506 0
1.014 -0.419 0
1.317 0.797 1
0.831 1.521 0
1.937 -0.311 1
0.570 -0.542 1
1.888 1.875 0
1.936 0.540 1
1.317 0.279 0
